,threshold,Seen Cell True Prediction,Unseen Cell Assignment,Method
448,0.48,0.7962514047198588,0.924407114624506,scArches - scANVI
449,0.49,0.8001846203242896,0.9313241106719368,scArches - scANVI
450,0.5,0.8042783753411462,0.9399703557312253,scArches - scANVI
451,0.51,0.8062610370846043,0.9414525691699605,scArches - scANVI
452,0.52,0.8081393482099856,0.9431818181818182,scArches - scANVI
453,0.53,0.8094477444212554,0.9444169960474308,scArches - scANVI
454,0.54,0.810748113661904,0.9454051383399209,scArches - scANVI
455,0.55,0.8118879434901268,0.946393280632411,scArches - scANVI
456,0.56,0.8129073687590304,0.9468873517786561,scArches - scANVI
457,0.5700000000000001,0.8138706052335849,0.9481225296442688,scArches - scANVI
458,0.58,0.8146973832075775,0.9498517786561265,scArches - scANVI
459,0.59,0.8155081072403275,0.9520750988142292,scArches - scANVI
460,0.6,0.8162144806550008,0.9538043478260869,scArches - scANVI
461,0.61,0.8168405843634612,0.9545454545454546,scArches - scANVI
462,0.62,0.8175630117193771,0.9552865612648221,scArches - scANVI
463,0.63,0.8181248996628673,0.9570158102766798,scArches - scANVI
464,0.64,0.8185262481939316,0.95899209486166,scArches - scANVI
465,0.65,0.8189597046074811,0.9602272727272727,scArches - scANVI
466,0.66,0.8192406485792262,0.9619565217391305,scArches - scANVI
467,0.67,0.8194252689035159,0.9622035573122529,scArches - scANVI
468,0.68,0.819625943169048,0.9671442687747036,scArches - scANVI
469,0.6900000000000001,0.819738320757746,0.9678853754940712,scArches - scANVI
470,0.7000000000000001,0.8198426713758228,0.9799901185770751,scArches - scANVI
471,0.71,0.8199389950232782,0.9814723320158103,scArches - scANVI
472,0.72,0.8199791298763847,0.9935770750988142,scArches - scANVI
473,0.73,0.8200353186707336,0.9940711462450593,scArches - scANVI
474,0.74,0.8200513726119762,0.9965415019762845,scArches - scANVI
475,0.75,0.8200754535238401,0.9970355731225297,scArches - scANVI
476,0.76,0.8200754535238401,0.9980237154150198,scArches - scANVI
477,0.77,0.8200834804944613,0.9990118577075099,scArches - scANVI
478,0.78,0.8200915074650826,0.9990118577075099,scArches - scANVI
479,0.79,0.8200995344357039,0.9992588932806324,scArches - scANVI
480,0.8,0.8200995344357039,0.9997529644268774,scArches - scANVI
481,0.81,0.8201075614063252,0.9997529644268774,scArches - scANVI
482,0.8200000000000001,0.8201075614063252,0.9997529644268774,scArches - scANVI
483,0.8300000000000001,0.8201075614063252,1.0,scArches - scANVI
484,0.84,0.8201075614063252,1.0,scArches - scANVI
485,0.85,0.8201075614063252,1.0,scArches - scANVI
486,0.86,0.8201075614063252,1.0,scArches - scANVI
487,0.87,0.8201075614063252,1.0,scArches - scANVI
488,0.88,0.8201075614063252,1.0,scArches - scANVI
489,0.89,0.8201075614063252,1.0,scArches - scANVI
490,0.9,0.8201075614063252,1.0,scArches - scANVI
491,0.91,0.8201075614063252,1.0,scArches - scANVI
492,0.92,0.8201075614063252,1.0,scArches - scANVI
493,0.93,0.8201075614063252,1.0,scArches - scANVI
494,0.9400000000000001,0.8201075614063252,1.0,scArches - scANVI
495,0.9500000000000001,0.8201075614063252,1.0,scArches - scANVI
496,0.96,0.8201075614063252,1.0,scArches - scANVI
497,0.97,0.8201075614063252,1.0,scArches - scANVI
498,0.98,0.8201075614063252,1.0,scArches - scANVI
499,0.99,0.8201075614063252,1.0,scArches - scANVI
500,1.0,0.8201075614063252,1.0,scArches - scANVI
501,1.01,0.8201075614063252,1.0,scArches - scANVI
502,1.02,0.8201075614063252,1.0,scArches - scANVI
503,1.03,0.8201075614063252,1.0,scArches - scANVI
504,1.04,0.8201075614063252,1.0,scArches - scANVI
505,1.05,0.8201075614063252,1.0,scArches - scANVI
506,1.06,0.8201075614063252,1.0,scArches - scANVI
507,1.07,0.8201075614063252,1.0,scArches - scANVI
508,1.08,0.8201075614063252,1.0,scArches - scANVI
509,1.09,0.8201075614063252,1.0,scArches - scANVI
510,1.1,0.8201075614063252,1.0,scArches - scANVI
511,1.11,0.8201075614063252,1.0,scArches - scANVI
512,1.12,0.8201075614063252,1.0,scArches - scANVI
513,1.1300000000000001,0.8201075614063252,1.0,scArches - scANVI
514,1.1400000000000001,0.8201075614063252,1.0,scArches - scANVI
515,1.1500000000000001,0.8201075614063252,1.0,scArches - scANVI
516,1.16,0.8201075614063252,1.0,scArches - scANVI
517,1.17,0.8201075614063252,1.0,scArches - scANVI
518,1.18,0.8201075614063252,1.0,scArches - scANVI
519,1.19,0.8201075614063252,1.0,scArches - scANVI
520,1.2,0.8201075614063252,1.0,scArches - scANVI
521,1.21,0.8201075614063252,1.0,scArches - scANVI
522,1.22,0.8201075614063252,1.0,scArches - scANVI
523,1.23,0.8201075614063252,1.0,scArches - scANVI
524,1.24,0.8201075614063252,1.0,scArches - scANVI
525,1.25,0.8201075614063252,1.0,scArches - scANVI
526,1.26,0.8201075614063252,1.0,scArches - scANVI
527,1.27,0.8201075614063252,1.0,scArches - scANVI
528,1.28,0.8201075614063252,1.0,scArches - scANVI
529,1.29,0.8201075614063252,1.0,scArches - scANVI
530,1.3,0.8201075614063252,1.0,scArches - scANVI
531,1.31,0.8201075614063252,1.0,scArches - scANVI
532,1.32,0.8201075614063252,1.0,scArches - scANVI
533,1.33,0.8201075614063252,1.0,scArches - scANVI
534,1.34,0.8201075614063252,1.0,scArches - scANVI
535,1.35,0.8201075614063252,1.0,scArches - scANVI
536,1.36,0.8201075614063252,1.0,scArches - scANVI
537,1.37,0.8201075614063252,1.0,scArches - scANVI
538,1.3800000000000001,0.8201075614063252,1.0,scArches - scANVI
539,1.3900000000000001,0.8201075614063252,1.0,scArches - scANVI
540,1.4000000000000001,0.8201075614063252,1.0,scArches - scANVI
541,1.41,0.8201075614063252,1.0,scArches - scANVI
542,1.42,0.8201075614063252,1.0,scArches - scANVI
543,1.43,0.8201075614063252,1.0,scArches - scANVI
544,1.44,0.8201075614063252,1.0,scArches - scANVI
545,1.45,0.8201075614063252,1.0,scArches - scANVI
546,1.46,0.8201075614063252,1.0,scArches - scANVI
547,1.47,0.8201075614063252,1.0,scArches - scANVI
548,1.48,0.8201075614063252,1.0,scArches - scANVI
549,1.49,0.8201075614063252,1.0,scArches - scANVI
550,1.5,0.8201075614063252,1.0,scArches - scANVI
551,1.51,0.8201075614063252,1.0,scArches - scANVI
552,1.52,0.8201075614063252,1.0,scArches - scANVI
553,1.53,0.8201075614063252,1.0,scArches - scANVI
554,1.54,0.8201075614063252,1.0,scArches - scANVI
555,1.55,0.8201075614063252,1.0,scArches - scANVI
556,1.56,0.8201075614063252,1.0,scArches - scANVI
557,1.57,0.8201075614063252,1.0,scArches - scANVI
558,1.58,0.8201075614063252,1.0,scArches - scANVI
559,1.59,0.8201075614063252,1.0,scArches - scANVI
560,1.6,0.8201075614063252,1.0,scArches - scANVI
561,1.61,0.8201075614063252,1.0,scArches - scANVI
562,1.62,0.8201075614063252,1.0,scArches - scANVI
563,1.6300000000000001,0.8201075614063252,1.0,scArches - scANVI
564,1.6400000000000001,0.8201075614063252,1.0,scArches - scANVI
565,1.6500000000000001,0.8201075614063252,1.0,scArches - scANVI
566,1.6600000000000001,0.8201075614063252,1.0,scArches - scANVI
567,1.67,0.8201075614063252,1.0,scArches - scANVI
568,1.68,0.8201075614063252,1.0,scArches - scANVI
569,1.69,0.8201075614063252,1.0,scArches - scANVI
570,1.7,0.8201075614063252,1.0,scArches - scANVI
571,1.71,0.8201075614063252,1.0,scArches - scANVI
572,1.72,0.8201075614063252,1.0,scArches - scANVI
573,1.73,0.8201075614063252,1.0,scArches - scANVI
574,1.74,0.8201075614063252,1.0,scArches - scANVI
575,1.75,0.8201075614063252,1.0,scArches - scANVI
576,1.76,0.8201075614063252,1.0,scArches - scANVI
577,1.77,0.8201075614063252,1.0,scArches - scANVI
578,1.78,0.8201075614063252,1.0,scArches - scANVI
579,1.79,0.8201075614063252,1.0,scArches - scANVI
580,1.8,0.8201075614063252,1.0,scArches - scANVI
581,1.81,0.8201075614063252,1.0,scArches - scANVI
582,1.82,0.8201075614063252,1.0,scArches - scANVI
583,1.83,0.8201075614063252,1.0,scArches - scANVI
584,1.84,0.8201075614063252,1.0,scArches - scANVI
585,1.85,0.8201075614063252,1.0,scArches - scANVI
586,1.86,0.8201075614063252,1.0,scArches - scANVI
587,1.87,0.8201075614063252,1.0,scArches - scANVI
588,1.8800000000000001,0.8201075614063252,1.0,scArches - scANVI
589,1.8900000000000001,0.8201075614063252,1.0,scArches - scANVI
590,1.9000000000000001,0.8201075614063252,1.0,scArches - scANVI
591,1.9100000000000001,0.8201075614063252,1.0,scArches - scANVI
592,1.92,0.8201075614063252,1.0,scArches - scANVI
593,1.93,0.8201075614063252,1.0,scArches - scANVI
594,1.94,0.8201075614063252,1.0,scArches - scANVI
595,1.95,0.8201075614063252,1.0,scArches - scANVI
596,1.96,0.8201075614063252,1.0,scArches - scANVI
597,1.97,0.8201075614063252,1.0,scArches - scANVI
598,1.98,0.8201075614063252,1.0,scArches - scANVI
599,1.99,0.8201075614063252,1.0,scArches - scANVI
